Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;PP;Cond;Temp min;Temp max;Temp med;exp/gen
14/03/2019;3;2019;18.597;-9.476;19.875;10.59;-0.735;10.2225;4.5;Fine;24;29;26.5;0.569446685
15/03/2019;3;2019;21.153;2.556;15.6855;9.855;-5.408;7.151;4.404;Fine;21;30;25.5;0.465891363
16/03/2019;3;2019;10.218;-10.935;12.5875;4.447;-1.15;3.872;3.696;Mostly Cloudy;20;26;23;0.43521237
17/03/2019;3;2019;14.957;4.739;17.7325;3.297;10.71;8.652;4.644;Partly Cloudy;21;28;24.5;0.220431905
18/03/2019;3;2019;20.508;5.551;24.338;14.007;6.916;17.465;4.44;Fine;21;29;25;0.683001755
19/03/2019;3;2019;28.168;7.66;24.9625;20.923;-5.36;18.243;3.888;Fine;20;30;25;0.742793241
20/03/2019;3;2019;21.757;-6.411;22.5305;15.563;-2.026;14.55;4.236;Fine;21;29;25;0.715310015
21/03/2019;3;2019;23.304;1.547;22.9675;13.537;-0.318;13.378;4.656;Fine;22;30;26;0.580887401
22/03/2019;3;2019;22.631;-0.673;24.8655;13.219;7.143;16.7905;4.356;Fine;23;29;26;0.584110291
23/03/2019;3;2019;27.1;4.469;27.1705;20.362;-13.444;13.64;3.864;Fine;22;30;26;0.751365314
24/03/2019;3;2019;27.241;0.141;25.9785;6.918;4.008;8.922;3.756;Fine;22;31;26.5;0.253955435
25/03/2019;3;2019;24.716;-2.525;21.2545;10.926;0.319;11.0855;4.476;Fine;22;30;26;0.442061822
26/03/2019;3;2019;17.793;-6.923;11.0425;11.245;-10.467;6.0115;3.9;Fine;23;29;26;0.631990108
27/03/2019;3;2019;4.292;-13.501;8.6945;0.778;7.507;4.5315;1.008;Cloudy;21;24;22.5;0.181267474
28/03/2019;3;2019;13.097;8.805;15.563;8.285;5.378;10.974;4.812;Partly Cloudy;19;27;23;0.632587615
29/03/2019;3;2019;18.029;4.932;12.005;13.663;-11.858;7.734;4.836;Fine;21;28;24.5;0.7578346
30/03/2019;3;2019;5.981;-12.048;17.726;1.805;18.648;11.129;1.98;Cloudy;23;28;25.5;0.301788998
31/03/2019;3;2019;29.471;23.49;25.1685;20.453;-5.16;17.873;4.091;Fine;14;25;19.5;0.694004275
01/04/2019;4;2019;20.866;-8.605;23.7265;15.293;6.159;18.3725;4.68;Fine;16;25;20.5;0.73291479
02/04/2019;4;2019;26.587;5.721;20.656;21.452;-11.713;15.5955;4.428;Fine;18;26;22;0.806860496
03/04/2019;4;2019;14.725;-11.862;18.009;9.739;5.765;12.6215;4.476;Partly Cloudy;18;25;21.5;0.66139219
04/04/2019;4;2019;21.293;6.568;23.802;15.504;4.832;17.92;4.632;Fine;18;27;22.5;0.728126614
05/04/2019;4;2019;26.311;5.018;25.5475;20.336;-1.936;19.368;4.356;Fine;17;26;21.5;0.772908669
06/04/2019;4;2019;24.784;-1.527;25.275;18.4;2.48;19.64;4.272;Fine;18;26;22;0.742414461
07/04/2019;4;2019;25.766;0.982;26.5225;20.88;-1.09;20.335;4.452;Fine;18;27;22.5;0.810370255
08/04/2019;4;2019;27.279;1.513;26.1935;19.79;-0.849;19.3655;3.9;Fine;18;27;22.5;0.725466476
09/04/2019;4;2019;25.108;-2.171;22.1215;18.941;-4.194;16.844;3.9;Fine;18;28;23;0.754381074
10/04/2019;4;2019;19.135;-5.973;21.0805;14.747;-0.059;14.7175;4.224;Fine;18;27;22.5;0.770681996
11/04/2019;4;2019;23.026;3.891;22.0105;14.688;-1.439;13.9685;4.716;Fine;20;26;23;0.637887605
12/04/2019;4;2019;20.995;-2.031;22.0975;13.249;3.417;14.9575;4.584;Fine;16;26;21;0.631055013
13/04/2019;4;2019;23.2;2.205;23.4905;16.666;0.289;16.8105;4.404;Fine;16;25;20.5;0.718362069
14/04/2019;4;2019;23.781;0.581;21.1685;16.955;-4.275;14.8175;4.776;Fine;17;26;21.5;0.712964131
15/04/2019;4;2019;18.556;-5.225;19.281;12.68;1.459;13.4095;4.26;Fine;17;25;21;0.683336926
16/04/2019;4;2019;20.006;1.45;20.4695;14.139;-0.28;13.999;4.656;Fine;16;25;20.5;0.706737979
17/04/2019;4;2019;20.933;0.927;21.621;13.859;1.361;14.5395;4.152;Fine;17;25;21;0.662064683
18/04/2019;4;2019;22.309;1.376;19.8605;15.22;-4.041;13.1995;4.5;Fine;18;26;22;0.682235869
19/04/2019;4;2019;17.412;-4.897;15.1825;11.179;-2.91;9.724;4.632;Fine;18;25;21.5;0.642028486
20/04/2019;4;2019;12.953;-4.459;15.507;8.269;-0.943;7.7975;3.864;Partly Cloudy;20;25;22.5;0.63838493
21/04/2019;4;2019;18.061;5.108;15.928;7.326;0.841;7.7465;4.704;Fine;20;27;23.5;0.405625381
22/04/2019;4;2019;13.795;-4.266;11.7545;8.167;-3.188;6.573;3.972;Partly Cloudy;19;25;22;0.592026096
23/04/2019;4;2019;9.714;-4.081;12.83;4.979;5.617;7.7875;2.976;Mostly Cloudy;19;25;22;0.512559193
24/04/2019;4;2019;15.946;6.232;16.7;10.596;0.95;11.071;4.464;Fine;19;27;23;0.664492663
25/04/2019;4;2019;17.454;1.508;15.864;11.546;-2.748;10.172;4.404;Fine;18;25;21.5;0.661510256
26/04/2019;4;2019;14.274;-3.18;19.031;8.798;10.39;13.993;3.54;Partly Cloudy;18;25;21.5;0.61636542
27/04/2019;4;2019;23.788;9.514;23.1565;19.188;-4.71;16.833;4.44;Fine;17;27;22;0.806625189
28/04/2019;4;2019;22.525;-1.263;16.194;14.478;-8;10.478;4.14;Fine;17;26;21.5;0.642752497
29/04/2019;4;2019;9.863;-12.662;11.017;6.478;0.042;6.499;3.456;Mostly Cloudy;17;23;20;0.656798134
30/04/2019;4;2019;12.171;2.308;15.093;6.52;7.455;10.2475;3.768;Partly Cloudy;17;23;20;0.535699614
01/05/2019;5;2019;18.015;5.844;20.7105;13.975;5.053;16.5015;4.62;Fine;19;27;23;0.775742437
02/05/2019;5;2019;23.406;5.391;17.907;19.028;-11.817;13.1195;4.067;Fine;19;26;22.5;0.812953943
03/05/2019;5;2019;12.408;-10.998;8.865;7.211;-4.611;4.9055;3.66;Partly Cloudy;18;25;21.5;0.581157318
04/05/2019;5;2019;5.322;-7.086;15.8055;2.6;15.855;10.5275;2.016;Cloudy;20;22;21;0.071589628
05/05/2019;5;2019;26.289;20.967;26.217;18.455;0.98;18.945;3.816;Fine;13;24;18.5;0.702004641
06/05/2019;5;2019;26.145;-0.144;25.8165;19.435;-0.042;19.414;3.78;Fine;11;23;17;0.74335437
07/05/2019;5;2019;25.488;-0.657;24.4455;19.393;-0.319;19.2335;4.008;Fine;13;24;18.5;0.760867859
08/05/2019;5;2019;23.403;-2.085;24.6;19.074;1.566;19.857;4.128;Fine;15;27;21;0.815023715
09/05/2019;5;2019;25.797;2.394;20.182;20.64;-11.675;14.8025;3.732;Fine;12;26;19;0.800093034
10/05/2019;5;2019;14.567;-11.23;20.8395;8.965;13.696;15.813;4.224;Fine;15;25;20;0.615432141
11/05/2019;5;2019;27.112;12.545;21.713;22.661;-11.005;17.1585;3.984;Fine;12;24;18;0.835829153
12/05/2019;5;2019;16.314;-10.798;13.057;11.656;-4.889;9.2115;3.936;Fine;11;25;18;0.714478362
13/05/2019;5;2019;9.8;-6.514;9.525;6.767;-1.155;6.1895;3.984;Partly Cloudy;16;23;19.5;0.690510204
14/05/2019;5;2019;9.25;-0.55;9.924;5.612;0.045;5.6345;2.796;Partly Cloudy;16;23;19.5;0.606702703
15/05/2019;5;2019;10.598;1.348;15.4985;5.657;10.967;11.1405;3.48;Partly Cloudy;16;22;19;0.533779958
16/05/2019;5;2019;20.399;9.801;16.708;16.624;-7.774;12.737;4.224;Fine;17;25;21;0.814941909
17/05/2019;5;2019;13.017;-7.382;12.4995;8.85;-3.216;7.242;4.272;Fine;17;24;20.5;0.679880157
18/05/2019;5;2019;11.982;-1.035;11.9505;5.634;-1.348;4.96;3.564;Partly Cloudy;16;21;18.5;0.470205308
19/05/2019;5;2019;11.919;-0.063;9.3775;4.286;-1.201;3.6855;3.468;Partly Cloudy;15;22;18.5;0.359593926
20/05/2019;5;2019;6.836;-5.083;12.309;3.085;10.895;8.5325;3.948;Mostly Cloudy;16;22;19;0.451287303
21/05/2019;5;2019;17.782;10.946;21.61;13.98;6.481;17.2205;3.768;Fine;16;24;20;0.78618828
29/05/2019;5;2019;25.438;7.656;25.108;20.461;-4.473;18.2245;3.804;Fine;10;23;16.5;0.804347826
30/05/2019;5;2019;24.778;-0.66;23.8125;15.988;-2.108;14.934;3.732;Fine;11;22;16.5;0.645249818
31/05/2019;5;2019;22.847;-1.931;20.9035;13.88;1.029;14.3945;3.888;Fine;7;20;13.5;0.607519587
01/06/2019;6;2019;18.96;-3.887;16.645;14.909;-4.085;12.8665;4.008;Fine;6;23;14.5;0.786339662
02/06/2019;6;2019;14.33;-4.63;18.0455;10.824;6.358;14.003;4.32;Fine;15;21;18;0.755338451
03/06/2019;6;2019;21.761;7.431;23.844;17.182;1.29;17.827;3.924;Fine;14;22;18;0.789577685
04/06/2019;6;2019;25.927;4.166;24.504;18.472;0.445;18.6945;3.912;Fine;9;16;12.5;0.712461912
05/06/2019;6;2019;23.081;-2.846;21.2325;18.917;-4.096;16.869;3.744;Fine;9;21;15;0.819591872
06/06/2019;6;2019;19.384;-3.697;16.1085;14.821;-5.853;11.8945;3.816;Fine;10;20;15;0.76459967
07/06/2019;6;2019;12.833;-6.551;8.2605;8.968;-7.844;5.046;3.552;Partly Cloudy;13;21;17;0.698823346
08/06/2019;6;2019;3.688;-9.145;12.771;2.124;17.425;9.8365;1.26;Cloudy;13;18;15.5;0.304772234
09/06/2019;6;2019;21.854;18.166;21.349;18.549;-2.515;17.2915;3.9;Fine;14;21;17.5;0.848769104
10/06/2019;6;2019;20.844;-1.01;21.9375;16.034;2.455;17.2615;3.9;Fine;13;24;18.5;0.76923815
11/06/2019;6;2019;23.031;2.187;21.006;18.489;-3.393;16.7925;3.516;Fine;12;26;19;0.802787547
12/06/2019;6;2019;18.981;-4.05;20.125;15.096;1.914;16.053;3.984;Fine;13;25;19;0.795321637
19/06/2019;6;2019;21.269;2.288;13.8755;17.01;-10.528;11.746;3.54;Fine;14;22;18;0.799755513
20/06/2019;6;2019;6.482;-14.787;14.9445;6.482;12.528;12.746;2.328;Mostly Cloudy;13;20;16.5;1
21/06/2019;6;2019;23.407;16.925;23.77;19.01;-0.274;18.873;3.552;Fine;14;24;19;0.812150211
22/06/2019;6;2019;24.133;0.726;21.597;18.736;-7.396;15.038;3.66;Fine;10;20;15;0.776364314
23/06/2019;6;2019;19.061;-5.072;20.7725;11.34;5.67;14.175;3.576;Fine;9;19;14;0.59493206
24/06/2019;6;2019;22.484;3.423;16.469;17.01;-11.864;11.078;3.996;Fine;10;20;15;0.756537983
25/06/2019;6;2019;10.454;-12.03;8.241;5.146;-3.275;3.5085;3.6;Partly Cloudy;12;19;15.5;0.49225177
26/06/2019;6;2019;6.028;-4.426;13.5875;1.871;14.699;9.2205;1.68;Mostly Cloudy;14;16;15;0.310384871
27/06/2019;6;2019;21.147;15.119;20.9495;16.57;-0.101;16.5195;4.008;Fine;14;21;17.5;0.78356268
28/06/2019;6;2019;20.752;-0.395;13.7465;16.469;-12.082;10.428;3.744;Fine;13;21;17;0.793610254
29/06/2019;6;2019;6.741;-14.011;3.3705;4.387;-4.387;2.1935;3.228;Fine;17;22;19.5;0.650793651
